ref_name,dist_name,dist_type
121-cc-774921.png,121-cc-774921_23_01.png,6
121-cc-774921.png,121-cc-774921_23_02.png,6
121-cc-774921.png,121-cc-774921_23_03.png,6
121-cc-774921.png,121-cc-774921_23_04.png,6
121-cc-774921.png,121-cc-774921_23_05.png,6
19-199047.png,19-199047_07_01.png,1
19-199047.png,19-199047_07_02.png,1
19-199047.png,19-199047_07_03.png,1
19-199047.png,19-199047_07_04.png,1
19-199047.png,19-199047_07_05.png,1
2016-1447856.png,2016-1447856_04_01.png,1
2016-1447856.png,2016-1447856_04_02.png,1
2016-1447856.png,2016-1447856_04_03.png,1
2016-1447856.png,2016-1447856_04_04.png,1
2016-1447856.png,2016-1447856_04_05.png,1
2016-1447950.png,2016-1447950_03_01.png,1
2016-1447950.png,2016-1447950_03_02.png,1
2016-1447950.png,2016-1447950_03_03.png,1
2016-1447950.png,2016-1447950_03_04.png,1
2016-1447950.png,2016-1447950_03_05.png,1
2016-1483462.png,2016-1483462_25_01.png,6
2016-1483462.png,2016-1483462_25_02.png,6
2016-1483462.png,2016-1483462_25_03.png,6
2016-1483462.png,2016-1483462_25_04.png,6
2016-1483462.png,2016-1483462_25_05.png,6
25-april-bridge-349137.png,25-april-bridge-349137_25_01.png,6
25-april-bridge-349137.png,25-april-bridge-349137_25_02.png,6
25-april-bridge-349137.png,25-april-bridge-349137_25_03.png,6
25-april-bridge-349137.png,25-april-bridge-349137_25_04.png,6
25-april-bridge-349137.png,25-april-bridge-349137_25_05.png,6
3d-anaglyph-738967.png,3d-anaglyph-738967_04_01.png,1
3d-anaglyph-738967.png,3d-anaglyph-738967_04_02.png,1
3d-anaglyph-738967.png,3d-anaglyph-738967_04_03.png,1
3d-anaglyph-738967.png,3d-anaglyph-738967_04_04.png,1
3d-anaglyph-738967.png,3d-anaglyph-738967_04_05.png,1
4-leaves-1039818.png,4-leaves-1039818_07_01.png,1
4-leaves-1039818.png,4-leaves-1039818_07_02.png,1
4-leaves-1039818.png,4-leaves-1039818_07_03.png,1
4-leaves-1039818.png,4-leaves-1039818_07_04.png,1
4-leaves-1039818.png,4-leaves-1039818_07_05.png,1
400500-1333884.png,400500-1333884_21_01.png,5
400500-1333884.png,400500-1333884_21_02.png,5
400500-1333884.png,400500-1333884_21_03.png,5
400500-1333884.png,400500-1333884_21_04.png,5
400500-1333884.png,400500-1333884_21_05.png,5
400500-1343636.png,400500-1343636_01_01.png,0
400500-1343636.png,400500-1343636_01_02.png,0
400500-1343636.png,400500-1343636_01_03.png,0
400500-1343636.png,400500-1343636_01_04.png,0
400500-1343636.png,400500-1343636_01_05.png,0
400500-1402826.png,400500-1402826_20_01.png,5
400500-1402826.png,400500-1402826_20_02.png,5
400500-1402826.png,400500-1402826_20_03.png,5
400500-1402826.png,400500-1402826_20_04.png,5
400500-1402826.png,400500-1402826_20_05.png,5
400500-1402827.png,400500-1402827_18_01.png,5
400500-1402827.png,400500-1402827_18_02.png,5
400500-1402827.png,400500-1402827_18_03.png,5
400500-1402827.png,400500-1402827_18_04.png,5
400500-1402827.png,400500-1402827_18_05.png,5
400500-1470887.png,400500-1470887_21_01.png,5
400500-1470887.png,400500-1470887_21_02.png,5
400500-1470887.png,400500-1470887_21_03.png,5
400500-1470887.png,400500-1470887_21_04.png,5
400500-1470887.png,400500-1470887_21_05.png,5
6-1238605.png,6-1238605_22_01.png,5
6-1238605.png,6-1238605_22_02.png,5
6-1238605.png,6-1238605_22_03.png,5
6-1238605.png,6-1238605_22_04.png,5
6-1238605.png,6-1238605_22_05.png,5
a-10-thunderbolt-1708096.png,a-10-thunderbolt-1708096_21_01.png,5
a-10-thunderbolt-1708096.png,a-10-thunderbolt-1708096_21_02.png,5
a-10-thunderbolt-1708096.png,a-10-thunderbolt-1708096_21_03.png,5
a-10-thunderbolt-1708096.png,a-10-thunderbolt-1708096_21_04.png,5
