ref_name,dist_name,mos
refimgs/studentsculpture.bmp,jp2k/img2.bmp,15.512954417537028
refimgs/rapids.bmp,jp2k/img3.bmp,24.09025497677203
refimgs/dancers.bmp,jp2k/img4.bmp,68.99086164929872
refimgs/churchandcapitol.bmp,jp2k/img5.bmp,74.39794796497739
refimgs/dancers.bmp,jp2k/img6.bmp,69.2292141708657
refimgs/churchandcapitol.bmp,jp2k/img7.bmp,53.57873192014601
refimgs/stream.bmp,jp2k/img8.bmp,39.37667556675135
refimgs/woman.bmp,jp2k/img10.bmp,43.42259860497224
refimgs/sailing3.bmp,jp2k/img12.bmp,34.802951811201964
refimgs/buildings.bmp,jp2k/img13.bmp,46.684096124058215
refimgs/paintedhouse.bmp,jp2k/img14.bmp,45.67949064903939
refimgs/bikes.bmp,jp2k/img15.bmp,12.692083542828541
refimgs/stream.bmp,jp2k/img17.bmp,65.23107378633902
refimgs/carnivaldolls.bmp,jp2k/img18.bmp,29.39224918059548
refimgs/sailing1.bmp,jp2k/img19.bmp,3.8890621428635583
refimgs/coinsinfountain.bmp,jp2k/img21.bmp,22.461157863083844
refimgs/woman.bmp,jp2k/img23.bmp,35.59966912005858
refimgs/manfishing.bmp,jp2k/img26.bmp,11.714566786308875
refimgs/house.bmp,jp2k/img27.bmp,48.4017211733363
refimgs/coinsinfountain.bmp,jp2k/img28.bmp,70.94908661426099
refimgs/buildings.bmp,jp2k/img29.bmp,63.644935917203554
refimgs/building2.bmp,jp2k/img30.bmp,75.20085071703139
refimgs/ocean.bmp,jp2k/img31.bmp,23.258787473568603
refimgs/rapids.bmp,jp2k/img32.bmp,76.28674666689452
refimgs/buildings.bmp,jp2k/img33.bmp,52.785636451117234
refimgs/studentsculpture.bmp,jp2k/img34.bmp,8.613511703300915
refimgs/ocean.bmp,jp2k/img37.bmp,25.854249036910815
refimgs/sailing3.bmp,jp2k/img38.bmp,65.85757417524141
refimgs/sailing4.bmp,jp2k/img39.bmp,26.960368393676966
refimgs/paintedhouse.bmp,jp2k/img40.bmp,75.7811284764878
refimgs/building2.bmp,jp2k/img41.bmp,43.696253511551454
refimgs/womanhat.bmp,jp2k/img42.bmp,54.17424655185858
refimgs/sailing1.bmp,jp2k/img43.bmp,67.6967798207526
refimgs/flowersonih35.bmp,jp2k/img44.bmp,71.61970727692339
refimgs/churchandcapitol.bmp,jp2k/img45.bmp,74.14564153374137
refimgs/cemetry.bmp,jp2k/img46.bmp,73.09174201136065
refimgs/house.bmp,jp2k/img47.bmp,48.08894690810563
refimgs/cemetry.bmp,jp2k/img48.bmp,77.32511548366256
refimgs/caps.bmp,jp2k/img49.bmp,13.501078103650578
refimgs/lighthouse.bmp,jp2k/img51.bmp,20.52307378942626
refimgs/sailing4.bmp,jp2k/img52.bmp,51.011385213379874
refimgs/plane.bmp,jp2k/img53.bmp,62.47597192836157
refimgs/sailing2.bmp,jp2k/img55.bmp,46.03974281634614
